tweet_id,sentiment,author,content,content_length
1751211382,happiness,phasersonstun,"i always have 2 do xtra cleaning b4 leaving... so now were on da road  on 2 springhill suites, then cafe 360, yum!",114
1694457489,worry,team_illucid,@horstp funny that. We had outgoing email issues most of the day too. Thank the gods for seperate adsl2 connections,115
1752256564,neutral,MorganLW,Bai KT and I have decided that at my Disney wedding we will have a parade and a mushroom trampoline float that KT and Bai will jump on,134
1960996603,worry,delfinamizerska,i feel like crap right now and i have one more month of school left  FML HARD,77
1694858011,neutral,isacullen,"@danger_skies  but gi is team edward, so i'd watch your back :p",63
1960632359,worry,justmetalking,The reason why I can't find the latest Arena magazine is because it has folded due to the recession. Grrrrr. GQ/FHM survive? No justice.,136
1962215445,worry,tiptoetulips,Got back from Arizona yesterday.  Moved the furniture and stuff out of the Arizona house and shipped it to Redwood City.    How sad.,132
1957441745,neutral,madartista,"@mikdev  i leave the 27th, back the 5th or 6th.",47
1958108246,worry,Dhryss,"My heads spinning from math, started to dream in formulas. NOT good.",68
1960133559,worry,Siblog,Can't seem to find the new Mountain Dew Throwback in 12 packs....only in 1 liter bottles,88
1963113835,neutral,missbeccax3,@mileycyrus voting has closed,29
1965212610,worry,leipensa,Stuck in awful traffic in the way to the wedding. Ceremony is supposed to start now. Ughhh.,91
1752646511,neutral,sidish6,Now i'm fully awake,19
1966113312,worry,Dobarthegreat,Restoring my iPod touch seemed like euthanasia to me. I was willingly killing it.,81
1960544150,worry,KevMain,"Moving office tomorrow after 3 years at this one, its a sad day",63
1962981911,neutral,limeice,@ankita_gaba Our bids gone to waste? @Shadez won't even give us a look  #twpp,77
1752672058,neutral,JennnaaBeeean,@rezyelvalerie then your gaaay!,31
1753631055,neutral,automaticheart,@nindrawr ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA  benerin dong ci.,112
1694017444,happiness,sunili,@abstractg @grendel @tigertigercb woohoo! I got the Sunbeam Cafï¿½ Series grinder at Eu Foods for only $198! Epic win,117
1964713044,worry,restartt,I don't wanna be a fatass when I go to Europe. Need to eat right but it's so difficult,86
1753291321,neutral,MummaBear,@richardepryor you can use my alotment,38
1752823698,neutral,thegoodhuman,"@David_Kaufer You cant argue w/them, as they actually have zero things to complain about so they make stuff up",110
1693975909,neutral,TaylaGane,I just dyededed my hair,23
1694146976,neutral,readingthisbook,@KatieAlender ooh which two books did you buy?,46
1963476507,neutral,tommcfly,"Ok, i've eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!",126
1753217407,happiness,djspy,Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE  details on my www.myspace.com/djspy,130
1751249099,neutral,kfritz,@tylarjay i was at the outlets too,34
1961178192,worry,Tykerq,Hmm... the new sports catalog and card jitsu updates are not appearing for me,77
1961062061,happiness,Adenise7,"is in class, trying to listen but I really like twitter, facebook, .&amp; myspace  oh yeaaah .&amp; I'm hungry!",111
1964595255,happiness,cmpriest,@formicadinette - Yipe! I'm sorry to hear that,46
1966325336,worry,benirawan,"Going out to Miranda shopping centre to spend time with the family, before going away for 2 weeks to Malaysia. Gonna miss them!",127
1752773646,happiness,jenlovesthelord,@amygrant Chocolate with peanut butter. One of my favorite combonations,71
1965654728,neutral,JiggaJenna,@damond_vip bye bye beard,25
1752672289,neutral,oneblackdaria,That post was for @uncleRUSH,28
1695027050,neutral,Junocomm,@ChrisCuomo http://twitpic.com/4jf4m - Very interesting head gear. lol.,71
1751323099,neutral,Dice00713,Watching boxing and waiting to go out to Hollywood tonight,58
1965575656,worry,lemonchild45,I am unhappy,12
1752193650,neutral,denisefarabee,@Flutechick728,14
1965815792,neutral,Delriach,@Media_Molecule where is Sackiroth,34
1957514138,worry,lady_jane,@GianninaRossini blimey! You're still suffering?!!,50
1964086083,neutral,jmccrae,Going to settle down and watch Sisterhood Of The Traveling Pants 2. Just had a two Mars Bars  but YUM!,102
1694567293,neutral,jennyGOLD,@iamjonathancook must go to strawberry fields!!,47
1957383269,worry,jysla,this weather makes my fingers numb / still waiting,50
1964082672,happiness,tannwick,"@HoptonHouseBnB Sorry, not meaning to complain, feeling rough and heat getting to me again tonight  Would love to be visiting India though",138
1960816581,happiness,riahpf,@DaveJMatthews concert tonight at fenwayyy! hopefully the rain stops,68
1960761762,neutral,Fitz,@spifferiferfied - We used to eat there often when the company was over there. Now since moving to Des Plaines all we eat is Wendys.,132
1752674979,happiness,bigkelleh,Goodnight everyone  Happy Mothers Day to all of the mothers out there,69
1965512057,happiness,skyeeeee,people with mustaches get super powers and mustaches. no fair.,62
1695476065,neutral,cindysjourney,Morning twitterverse ! Just woke up.. Felt a little lethargic.. But up n wide awake now. Gettin ready for 5 hour drive home !,125
1752846906,neutral,parElz,"@justjr  Blushing, blushing &amp; once again blushing!",54
1965648400,neutral,kimberleymd,made a little cover for my iphone.  the birds aren't upside down on the back  http://twitpic.com/67tp9 &amp; http://twitpic.com/67to5,133
1961690766,worry,Dogbook,Pressly Anne Hamm misses her mommy while she is in Texas  http://apps.facebook.com/dogbook/profile/view/6480360,111
1752413340,happiness,amber9482,Had an awesome pedicure today!!,31
1694495147,happiness,evolintent,kinda done trying. ugh. oh well it was worth the effort.   long day tomorrow. night tweeters!,93
1753293879,happiness,BB517,@QuiMo haha Mon...Do you really want me too send it?,52
1962949484,worry,bridgetbean79,Its pouring and i have holes in my shoes,40
1964373475,neutral,joAnn_7,just got home and  i got to freakkin clen,41
1965442567,worry,VixenTaboo,nooo i cant be sick...not now! im about to go see my new nephew,63
1964250109,worry,jamiefishback,"@cartermason bummer, bro, sorry to hear that",44
1963650461,worry,chrisloftus,"@djgraham I think @darkmonkey has found it (http://bit.ly/3pj876 , but I can't play it",86
1965520399,worry,jamiemoon,"In cafe management, the end of the month is nothing but numbers. My arty little head hurts from finding discrepencies",117
1963573762,worry,kaemdros,Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!),84
1965886627,neutral,tobiasbuckell,@FernShadow I'd just plain go crazy,35
1752962626,worry,verma84,following some body on twitter,30
1694904095,happiness,hmmkatiesays,I love when i have time for starbucks,37
1966268372,neutral,WendyM,@HeatherShorter wish I had something to toast with .... but all i have is a glass of water,90
1964826780,worry,RaquelRod,I feel sick. And I have a solo tonight at my vocal jazz concert.  great,71
1753665055,neutral,lancekatigbak,"says Diana, you wanna burn the pics for me on a DVD or CD?  http://plurk.com/p/svs4c",84
1957132096,worry,Brewhouse94,Very Sad.... please get better Grandma,38
1961144129,neutral,charachoo,@dayawonton:  I've been!,24
1965304627,neutral,micabedoya,HOMEWORK  BORRIING,18
1753823340,happiness,danielvan,@samanthadepanta Doing really well! I will stay here as long as is needed!  So you can definitely come and visit me!! Look forward too ...,138
1695106959,neutral,katemthompson,@iamlauren its never-ending,27
1752321471,neutral,Ericawright13,listing to music while putting the finishing touches on my mothers day present and the cool part is it didn't cost my a thing,125
1963301324,worry,lauralawrence77,"Whoo, BGT!! I really must multi-task and do my Art work at the same time though, back at College on Monday!!",108
1694240891,happiness,NicolaEJohnson,"Shopping, grandparents, dinner with the bf  woop",48
1752986290,worry,ABonin,@janmcq - that is awesome.,26
1751431011,neutral,annie_silly,@lacrossehawty rofl uh huh,26
1753328235,neutral,krystynchong,@wrecktify LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me.,85
1964787713,worry,YoungQ,"Btw, I think I may miss my flight.  Sasha's gonna be upset. But traffic was horriffic. Pull for me, guys!!!",107
1753649581,happiness,DLWilsonsWorld,"@laraslattery Lara, thank you so much 4 the #FF recommend!",58
1751360800,happiness,omgitsxliss,@FollowSavvy @FollowMandy have funnn!,37
1750966313,happiness,JillBarbour,"@fotojen @halgriffin hope you guys are having fun!  Can't wait for ya'll to be back, Wilmy isn't the same without you",117
1961283943,happiness,emohoho,Licking chocolate crumbs off a Twirl wrapper like Zammo on smack,64
1695964036,worry,Eliizaabeeth,@Tamarzipan My windows open and its not that cold ahahah,56
1753501002,neutral,sarahmarina,@CSI_ PrintChick thx for sharen LUV IT,38
1695442857,neutral,sharylsy18,roll me in your arms cuz i cant remember ever falling this hard.. -avalanche by DC,82
1960820362,worry,kopigao,@infinitus_ When they don't pop well. I feel lousier after playing those.,73
1961917683,worry,lilyginny27,"@shanajaca *huggles* I don't see all the replies right away, and my boss is hovering today. And I'm feeling pissy about life",124
1752984828,neutral,KellyShibari,@ElJefe_GM That's the plan,26
1694567551,neutral,Wolfie_Rankin,@Katisha_Honi Might be cute to do a little picture book called &quot;The little book of boring&quot;,100
1753418433,happiness,ecobirdlove,"Justin Timberlake totally rocked SNL tonight. Ooh, and Happy Mother's Day, another Hallmark mkting tool.",104
1695083350,happiness,akhilak,Bank holiday in London! woohoo,30
1752962368,neutral,devyra,@lotusheartbreak You should check yourz Rayne.,46
1695027597,happiness,shaunewe,"Hoisin duck pizza, salt and pepper pizza and gelato for dinner with Edmund and Jade. Good times!",96
1752963165,neutral,iMartha182,"well i guess it all depends,undergarments.",42
1962729653,worry,dirtybreakbeats,"@jen_juneau I did, until my parents got all f'd up and I started comfort-eating",79
1694666101,happiness,MissBabyC,Order Pizza from the Pizza Girl!  We have to sing about it!  I love that new song. so excited for the new song from JB PARANOID 4 days,134
1752225666,happiness,janicevu,love it when jonas brothers are in the trending topics. maybe taylors turn next,79
1965073932,neutral,VonsterInTX,@tanya_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin' @ SN?,77
1694382904,neutral,JofArnold,Hmph. This is nowhere near as effective as it was a few mins ago. I wonder if it was a coincidence. FOLLOWERS: please report ur findings,136
1962473176,worry,HanaStephenson,i didnt post my new song today  i will try and post tomorrow!,61
1694399507,neutral,manic_nimrod,@Remy_Foster Just so i can see how they look with the other icons. Both themes btw.,83
1694881579,neutral,happytwitt,"@sharonhayes  My goal is to live this month 1minute, 1 hour, 1 day at a time &amp; to do NOW what I may have otherwise put off.   So true!",138
1752722786,happiness,laprinxessa,"says 2 1/2 hours to go, uwian na. . .  [phplurk.com] http://plurk.com/p/sun82",77
1753401579,neutral,aria42,"@curioustwibbit Makes sense, I'd totally show off a girlfriend by asking her to wear her high school prom dress",111
1753759137,neutral,raacch,off to liverpool now!,21
1695029702,neutral,kgayes,it's still the 4 am hour at home and my day has begun... gonna drink a lot of coffee today.,91
1694399701,neutral,nibby01,@alicam congratulations,23
1957137139,neutral,liamhui85,so tense..so emotional...so not me..,36
1696134518,happiness,smilestheace,@chetbuchanan SANJAYA FOREVER! HAHAHAHAHAHA!!!!,47
1695766769,happiness,RenaissGourmet,Don't follow your dreams; chase them.- Richard Dumb (who I think is very smart,78
1751988171,happiness,virginia_tech,Moveout should be fun. Thank you VT students for working to make VT the best that it can possibly be,100
1964301471,neutral,XxCharlie16xX,please?,7
1753710972,neutral,ellasadiee,"actually just woke up, going to attempt to see 17 again with Natalyy",68
1963385543,neutral,ninjza,"@drsketchyphilly alas, I am moving   (like where i'm moving too, but the actual moving, ugh) wish I could go too!",113
1695691824,worry,sangishyam,End of the academic year brings in a lot of mood swings ... Just recovered from some serious hypertension,105
1752565078,happiness,skittlesxlove,@angelemotion yayyy for new videos by amazing people,52
1751285808,neutral,ArtgalAZ,@pat_ess Since T will be away - COME TO TUCSON!!!,49
1752018733,happiness,inf1nite,sleep time  big/little lunch tomorrow at olive garden,53
1694859062,neutral,AussieGal999,@justsal Lol re your Gillian Anderson comment,45
1751287930,neutral,Meredithhhhh,VEGA UNDER FIREEEEEE,20
1958037646,neutral,zildara,On my way home in the sunshine with a bag full of my stuff from work...,71
1962588389,neutral,Brenda_Bullet,Haha yea  if i knew yew wanted 2 go i would have told yew,57
1961820710,worry,Andy5115,@ajlnike09 omg wtf why is there a porn site following me?!,58
1693996358,worry,MizSadittyFancy,Fancy is a 187 hun got u doin things u aint never done,54
1753535169,happiness,ursieg,Proud 2 B a trekkie . The new Star Trek movie RUUULLZZZ,55
1957648354,worry,Rosinacarley,@HellenBach then he has gone down in my estimation,50
1751466285,worry,msann0727,k might take long then a minute then,36
1957158560,neutral,Vichka,@claudiuvoicu supposed to be back Sun (via private jet btw#!:o) but mite hav to stay bymyself (thnk god) for another week  &amp; want Bruno!,140
1958034928,worry,kdr76,went to bed last night with the feeling of a migraine coming and woke up feeling worse.,87
1694726343,happiness,Hotspur_1882,"@RachaelPhillips wow!! you really are a pretty talented lady, most impressed",76
1695882644,happiness,VolcomVan,@hotpants79 In two months i will have something of the kinf of prom  and i'm really excited! and you haven't any contact to her?,128
1695193233,happiness,superaffiliate,"@charliestyr Hella worth it, even if you don't need the full 32 now.",68
1961690590,happiness,MissJayne_Marie,@skybluetom4 Ha Ha thanks Tom! I'm such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x,135
1961478634,neutral,lucieoliverx,"Just about to eat, home made indian food is boak  x",51
1753618411,neutral,Mielo19,Listening 'Hallelujah' on Youtube. Leonard Cohen wins.  #xfactor,64
1751289575,neutral,Rachael90210,@TheFifthSister So true!,24
1751140948,happiness,rosewood67,not letting anyone get me down  tired of taking on other people's pain all the time! I am a happy person with or without drama... om.....!,138
1751143272,happiness,atwoodard,@jennywoo42 we had bbq chicken pizza last night! (although it wasn't deep dish   glad to hear you had fun in p.r.!!,115
1966110303,neutral,kingnever,"Almost made it out of the Apple Store with my MBP, but they didn't have the replacement fan in-stock.",101
1965719756,worry,TSDivaDani,@abbefied Bummer- that is a bad experience.,43
1960199422,happiness,MaryGoswell,@iamchrisc I'm soo jealous right now!!,38
1962686537,worry,jikes,"*uh* totally forgot the gentoo reinstallation  don't know what i should backup. the make.conf, my home and /boot. nothing else..?",129
1753176667,happiness,hanna_bee,watching snl with my ucsd girls and laughing about twitter/blackberry jokes  thought i'd tweet that.,100
1694606636,happiness,Jinxie_G,"@DrRus @BruceBrownNC Good morning, gents!  How are ya today?",60
1695135166,happiness,robertholiday,@IngridHolliday good morning,28
1962577925,worry,FayZ,macbook dying. switching to iphone.,35
1957321147,neutral,snishemoto,gahh!! i'm so tired right now.,30
1958087903,worry,RetroCherry,"Omg, I'm a murdere! I accidently just killed a spider",53
1957580027,neutral,Alysiaisgay,Ah this is getting to me,24
1695251336,neutral,SmashGreen,"@GlovesElectric well then you should come, nigguh. Only thing is i may be going to like Phuket or Bali afterwards",113
1957317304,neutral,FashionistaJay,@Burgandy1 Girl I know!,23
1695580320,happiness,stephaniereimer,@echoinghim it was my pleasure playing guitar for you!  So fun,62
1694239131,happiness,vitsky,@wortje The bag looks stylish. Congrats!,40
1962209329,worry,iJordache,...just not that into me,24
1694402638,neutral,wstcstsmkr,city in a bittt.,16
1962745371,worry,JEF93,This will be the worst day ever....graduation,45
1958076301,neutral,jonhmpk83,#liesboystell buzy this week,28
1695002189,neutral,Mar_sha,@backyardpoultry  Good morning to you too! Hope you have better weather today.,78
1753311094,happiness,DGimme,Happy mother's day and to the god mother's and step mother's too....,68
1694126902,neutral,natashax3,is watching one tree hill,25
1751251960,neutral,Kimkim15,@hellosunlight I want to know when the auditions are Mander! Text or...reply please!,84
1694346303,happiness,cidermaker,Good morning friends. Happy May Bank Holiday.,45
1963407809,worry,Miyabina,"Ugh.. apparantly doc authorized my refills on tuesday (and ready to be picked up), but the order status online still says waiting review.",137
1965895135,worry,MrKanan,Anybody else experiencing painful slowdowns with facebook?,58
1964750858,worry,Laurzie91,Well that just sucks. Good way to make me feel bad,50
1963346800,worry,LaPrincesa86,...yup..still havent packed,27
1961921106,worry,tvnsrinu,My convo starts in 12 hours... and I am sitting 6500Km away writing GIS queries,79
1751608589,happiness,MssMarilyn,Getting my hair done bout to hit the club ....... Ha see u later ....... Smooches,81
1751715396,neutral,edholic,watching keeping up with the kardashian on youtube,50
1957750148,neutral,pajp,woke up.,8
1694568025,neutral,MercedesCacho,Im cleaning out my closet!  ahhh...,35
1752591098,neutral,inotherwords_c,@elm8 my sentiments exactly,27
1962701270,neutral,krystynchong,I'm still thinking ... Idk,26
1966088050,worry,MistaMonsta,@SweetThang15 Aww  Yeah I feel you. I know its hard.,52
1961138990,worry,illage2,"I hate Fallout 3 it keeps making me jump, I'm also low on health, money, ammo and food  don't worry I'll get through it.",120
1958045954,neutral,ggmxo,should be going nfg tonight,27
1696089024,neutral,twig1gy,@vivid13 Thanks about the ponytail. I dreamt last night that I shaved my head...??? I guess it's a bigger deal than I thought.,126
1961179186,happiness,VIBEAUTY,@Sak_Pase I guess u ain like me den.. My hair cut short..  lol,62
1965389260,neutral,Abbie_xD,@PatsyTravers i think twitter hates every1 when it comes 2 photos! took me ages the other day 2 change my pic!! especially at this time!,136
1965285869,worry,llamamoney,"@heyagainlando Their inability to manage money, tough job market, and they're getting behind on bills. This is why no savings is bad",132
1695107414,neutral,Lottiie_,just completed button hunt 3,28
1961466219,neutral,rincon4rafa,My baby gets her shuts today,28
1753662445,worry,earff,home after spending a day catching up with my old pals,54
1750999454,happiness,mytymom6459,Had a nice pre mother's day dinner out. Now a cocktail before retiring for the evening,86
1752157660,happiness,joeycatanese,Downtown drinking celebrating the cavs victory!!!,49
1965890679,worry,naontiotami,"@askegg Argh, I'm so sorry you couldn't come... It was great to get to know everyone...",87
1964293880,neutral,Cake4Jake,Ummmmm now im all alone at mcalisters,37
1965577805,worry,rcassford,I want a lie in tomorrow! Won't be getting one though,53
1753485426,neutral,Nes85,@friendofanimals they are my shoes--circa is the brand name.,60
1751323173,happiness,nikolawannabe,"It is so warm out this evening!  And I just met my new neighbors, they're so nice.",82
1962061583,worry,Jakamacs,@bruceswalker   Hi Bruce  I am trying to eat healthy!  It's kinda scary when I read &quot;Eat this Not that&quot;  maggots and rat hair in our food,147
1753466612,happiness,grinpeace,i can't wait. 2 more days till happiness.,41
1751784501,neutral,Jason25329,"@chelemodica i wish, 2:55 i Corning NY 2:56 in Ottawa and 2:53 in Corning NY a few years later... its only a matter of time",123
1696086840,happiness,ChellaD11,there.  She says it gives her an excuse to sleep in the other bed! LOL  They're different sizes or I would have switched them for her.,134
1965552725,neutral,zoepapilia,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics,104
1694975976,happiness,DaniMehtax,"So I got up, went outside planted a few flowers and watched a lee evans DVD. Who knew bank holidays were so fun",111
1753028799,happiness,JarodBroeker,Goin to bed. Goodnight everyone.,32
1753482621,neutral,pichpich,http://twitpic.com/4wqyn - See? I'm Twittering!!!!,50
1957115476,neutral,DutchRaymond,@zaharh that sucks!  how old are you actually?,46
1962428802,worry,TheEngTeacher,@PinkBerryGirl Aniya666 yours wasn't there,42
1964691187,worry,Elizaaatje,"I wanna go home, but I can't cause the customers won't leave... And my boss won't let me leave either",101
1694746784,happiness,Candyfizz,"Going shopping  Then Sunday dinner, round two :p",48
1751250644,happiness,BlurryJoy,"@stryperband - Love the comeback, I will stay tuned! You fellows should follow people on here though. You'll in turn get more followers",135
1753294433,happiness,benz87,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,119
1752590467,neutral,duckybutt,@ddlovato Woo! Twitter kind of sucked without you.,50
1694422043,neutral,SarahBumble,"@tiaratara123 yeah, not meant to be",35
1965563410,neutral,MrsBlue23,@mitchelmusso http://twitpic.com/67swx - im waiting but its been 40min,70
1695374364,happiness,SuzyDaFloozy,"@kristyknox Sounds like fun... I think?! LOL! I naughty, should be ironing and watching NK porn on youtube instead! LMAO!",121
1694053250,neutral,perpetualspiral,"Do you have a chronic illness blog? Let me know, I'll post your link on my own  www.ptsici.blogspot.com",103
1960349738,neutral,Haarlz,@fluBALLOW mean,15
1694220018,worry,_amberlovely,"@tommcfly good thing really, 'cause you're never getting rid of us.  please don't leave us.",91
1694567599,neutral,webbanshee,The work got me back.100 percent monday feeling,47
1751678688,worry,BostonTweet,Finally made it to JP Licks in Coolidge Corner for some Oreo soft serve   http://twitpic.com/4w9pe,98
1753449569,happiness,PaterzAttack,"@RAVERJONO good, good.  what could it be then? :o",49
1694627626,neutral,kerri_louise,On the way to my aunty's,24
1962866789,worry,xBAMitsBeccax,is getting her hair did shortly! and hoping everything is going well for her friend currently getting surgery!,110
1752194397,happiness,gayorbispace,Hi this is http://gayorbispace.com We hope everybody is having a safe &amp; fun weekend,87
1753433124,worry,xxxlisaperry,"finally tommorow is monday.. and the last day of school.. gonna miss them all,  preparing for holiday. i prefer go to bali yeaaay",129
1965601729,worry,PrettySnazzyxx,Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho,106
1750964829,neutral,lindsay_self,: Chillin' at home-watching a movie on tv &amp; making some &quot;healthified&quot; streusel coffee cake.,105
1694512796,happiness,swicky,"Hurray! &quot;Summer-time&quot; starts today, meaning I only have to work until 4 pm, instead of 4.30. Until August! Yay!",121
1694567756,neutral,jpencilina,"@memesijaitort thanks, I will send you a photo of my first.",59
1753050740,happiness,deborahn00b,time for mimi's,15
1695001108,neutral,jasonaltenburg,"I'm going to be doing the FAFSA form today.  I hope to help out in the Ann Arbor / Detroit Metro Area with computers, art, and design.",134
1751921935,worry,Kikirowr,@shadowcelery It's great,24
1752618941,happiness,C42093,Good nite everybody!  &lt;:Baby Boy:&gt;,40
1957591739,happiness,jackieeeg,is wondering where all her friends went...,42
1963086947,worry,aniuncensored,They raised the prices at work which means people are tipping less. Yay,71
1753197352,neutral,ianmuli,@sunsetboba lulz at robert,26
1694628206,happiness,kahood,"It's Happy Star Wars Day, LOL.  May the force be strong with you all.",69
1753137933,happiness,xtelleclassique,I am having the TIME of my LIFE,31
1695376124,happiness,catsparks,@RX2904 Nice! You should submit that to failblog.org,52
1694367599,neutral,akr93,Haha Ashley tisdale is on again,31
1963025206,worry,Sarax_x,"@Saz_xox  Oh god, everyone's dying.  But it's mainly justin depressing me",73
1961490229,neutral,bimbler,"@kreativemess ah yes, I know that feeling",41
1695545348,happiness,ErisDS,"Heading off to Hollywood Studios today  Manta and Kraken were both awesome yesterday, feeling like doing a few more rides!!",123
1961694319,happiness,stelliss8,"@ArnaudJacobs haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away..",134
1753869302,happiness,DayneKingsford,feels like warm things,22
1962328991,neutral,CougarLover89,"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!",123
1696004476,neutral,myfasturl,First post on Twitter!  please visit us @ http://www.myfasturl.com,66
1965560426,neutral,shavonjovi,Omg! My dad called me a johny come lately haha because I'm slow  haha,69
1696134544,neutral,dyeleepong,@silverpearl17 Hey there! What's up?!,37
1695343621,happiness,paykan,"going  back to bed  for a  nap, Im starving !!! tty l",53
1695193626,worry,cindycast,@SandyU I know! I'm totally excited,35
1751325670,happiness,lovesoffaraway,cousin leon was born today,26
1962307142,worry,Iskate2222,I wanna longboard but it's raining ughhhhhh,43
1751213212,happiness,poopsiemichelle,Swimming party at my brothers tonight. I had an AWESOME time.  Since when am I a sissy about cold water?  Who am I?    LOVED TODAY!!!,133
1694420418,worry,annemarike,"@willadam Granted, it won't do that, either",43
1957188908,worry,_kaaaty,someone save me!! i dont want to pack anymore,45
1962613532,neutral,JoannaSimkin,@rinaswag I think she'll probably have the baby before I get there unfortunately,80
1752822015,neutral,lizjepsen,@heyystephieee AGAIN AGAIN.,27
1753450270,happiness,lisakimfleming,oh yeah the grill is out...its bbq tonight at the house,55
1753117184,worry,TyCody,@SheriRocks What are u doin Sheri?!,35
1753432586,neutral,RayshawnB,is TATTEDDDDD!!!!!!!!!!!!!,26
1751501247,worry,jackie_jean,is almost over the legal limit of db at the garage.,51
1694255347,neutral,ayeshun_baby,@Lilith_92 yeah im okayy lots been happening while you not been here !! anyone special at the moment ? xx,105
1752986600,neutral,rjramos,@officialTila YES!!!,20
1966232622,neutral,joshgard,@kailaengland Im salaried so I don't make any more or less no matter how many hrs I work.  Comes with the territory I suppose.,126
1694707325,neutral,kerrissaseelan,must start twitting,19
1753533605,worry,tothepc,@mayurjango @Blogsdna Yeah eCpm is going UP and down badly - hope things improve,80
1964648866,worry,jazifyfie,"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!",104
1961178280,worry,blistereduk,Going home... with sore #eyes,29
1695056516,happiness,danielmulec,"Dear Daniel, good news from Nintendo! They want you as a potential Lotchecktester! Hoffentlich wirds was mit der Stelle",119
1751644693,happiness,addieking,"@justinsxe woot, woot! super cool",33
1753138421,neutral,JLu1295,@MichelleZen you need to follow me so I could send you a direct message.,72
1753135275,neutral,mayorsam,@LelahG Next time,17
1964949926,worry,Leeoni,"@thomasfiss i flew from washington to calfornia , are you still gonna be at the meet&amp;  greet tomorrow ?",107
1964543435,neutral,PocketRobert,Soaked in the rain in 30 seconds and I wasn't even hiking 8.4 miles with 2.5 miles in the rain like last weekend.,113
1751104641,happiness,dr_worm,@caffeinefueled Welcome back,28
1694858693,neutral,twilightnewborn,"@aussiecynic mostly just going to work and then update my twilight blog  basically, that's my life. Is it sleeptime for you?",124
1957453857,happiness,kaitXOhop,wish my nicky were home too,27
1964318867,neutral,DearPanda,My brother is planning on moving to vietnam and staying there forever..,71
1960192012,neutral,theaariffic,"now, 3 teardrops.",17
1695310527,neutral,miraclelolly,sAyS: wAtChInG mAtIlDa,22
1957227127,worry,jadedlioness,"Awake, no migrane (yey) but tummy is hurting, evil IBS",54
1958133009,neutral,venessaaaa,at MKG 3 now. and all alone,27
1751140891,happiness,kristinkrispy,@deiu you guys are moving to LA?! Why so far? But we shall make a castle before you leave!,90
1964122015,worry,BC4815,"But anywho, I just got in and out of the pool within like 30 minutes because it's about to start storming",105
1695135255,happiness,VictoriaKeller,Goooooodmorning,15
1961534668,happiness,talii,http://twitpic.com/66uq4 - hotttt weather! getting blackk before it starts to rain again,88
1960450705,worry,rawrdinosaurz,Friday is the new Thursday,26
1753679978,happiness,sparrxx,@ruthieor THANKS!,17
1695544779,happiness,dreey92,I really want to be a star...Hope Flawless will work,52
1752191100,neutral,PamelaAngus,"good morning  6.15 am: plans for the day ...nope, nothing interesting",69
1752964004,neutral,MCLOVESME,@MariahCarey  hi mariah,23
1963065069,neutral,mzleenabishes,@die_lavish i told diamond to follow you. and why u aitn share the starburst,76
1963394644,worry,viveroos,not certain if it's good to be back home or not.  dropping of car rental now though,83
1966295810,worry,sthomas785,Lol I mean hey! That's mean,27
1965868899,neutral,MattiePepino,@gerardoudi hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset,137
1964247469,worry,couturefit,Traffic is horrific on 695..I jus wanna gt my dog,49
1964768777,worry,ComcastBonnie,"@racer108 you shouldnt have to reset more than once  if it doesn't work right the first time, something is up",109
1963021958,neutral,99naynay99,going to work,13
1752674902,neutral,KeithNieves,is listening to Jello Biafra at work.,37
1694857352,neutral,Carol_Clements,Everyone is here. We're off to party now,40
1694258451,neutral,taylorsword,wants everyone to know he's off to watch Cypher... again,56
1753451609,neutral,Dani_P7,"ok, i'm actually going to sleep now =] i've been on here only an hour...i tweet far too much already",100
1964036819,neutral,heather_francis,@comedy_dave meany,18
1694858308,neutral,VMaligkos,Planning the things to do in May,32
1694813967,neutral,blue_cupcakes,@chrismic That's the song I mean,32
1694687950,neutral,inhim,"@1Cor16_13 Awe, THX so much! Neither of need 2b sick on Friday!!  Do u have any prayer requests?",96
1753775672,neutral,IndpndntMogul,@AmericanYard g'mornin lolz more like g'nite 2 me-I'm JUST gettin home from work. &amp; yes ur label or agent/mngr,114
1751500468,happiness,SUPkarenxo,on my way homee  i love long car rides&lt;3,43
1753774659,neutral,KhalidAlzanki,Today is FREE day of speaking.. I am at the office handling some business issues,80
1965797266,worry,Yoshimikiosha,@ubringmejoi in spoke to you yesterday and u didnt respond girl  wassup though!,79
1753648811,worry,FletcherC,Listening to We Are Dead Ocean by @Draculatron. I actually listened twice in a row because it's so short and pleasing,117
